top_type,top_color,top_usage,top_season,bottom_type,bottom_color,bottom_usage,bottom_season,shoe_type,shoe_color,shoe_usage,shoe_season,compatibility_score,compatibility_label
Tshirts,White,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Navy Blue,Casual,Summer,78,Moderately Compatible
Tshirts,Charcoal,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,Brown,Casual,Winter,61,Moderately Compatible
Tshirts,Grey,Casual,Summer,Shorts,Navy Blue,Sports,Fall,Casual Shoes,White,Casual,Fall,62,Moderately Compatible
Tshirts,White,Casual,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,Black,Casual,Fall,94,Highly Compatible
Tshirts,Purple,Casual,Fall,Shorts,Black,Sports,Summer,Sports Shoes,Blue,Sports,Fall,39,Poor Match
Tshirts,Pink,Casual,Summer,Track Pants,Charcoal,Sports,Summer,Casual Shoes,Black,Casual,Summer,51,Poor Match
Tshirts,Green,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer,41,Poor Match
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,50,Poor Match
Tshirts,Green,Casual,Fall,Track Pants,Black,Casual,Fall,Casual Shoes,Grey,Casual,Summer,70,Moderately Compatible
Tshirts,Orange,Casual,Fall,Trousers,Cream,Formal,Fall,Casual Shoes,White,Casual,Fall,47,Poor Match
Tshirts,Green,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Formal Shoes,Black,Formal,Winter,37,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer,77,Moderately Compatible
Shirts,Purple,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer,63,Moderately Compatible
Tshirts,Grey,Casual,Summer,Track Pants,Grey,Casual,Fall,Casual Shoes,White,Casual,Fall,83,Highly Compatible
Shirts,Green,Casual,Fall,Trousers,Brown,Casual,Fall,Casual Shoes,White,Casual,Fall,79,Moderately Compatible
Tshirts,Grey,Sports,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,Green,Casual,Summer,59,Poor Match
Tshirts,Black,Casual,Summer,Shorts,White,Casual,Summer,Casual Shoes,Mushroom Brown,Casual,Winter,68,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer,73,Moderately Compatible
Tshirts,Navy Blue,Casual,Fall,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Summer,48,Poor Match
Tshirts,Black,Casual,Summer,Shorts,Navy Blue,Sports,Fall,Sports Shoes,White,Sports,Fall,61,Moderately Compatible
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer,67,Moderately Compatible
Shirts,Pink,Casual,Summer,Jeans,Blue,Casual,Winter,Casual Shoes,Brown,Casual,Summer,61,Moderately Compatible
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,White,Casual,Fall,83,Highly Compatible
Tshirts,Black,Casual,Summer,Shorts,Black,Sports,Fall,Casual Shoes,White,Casual,Summer,60,Moderately Compatible
Tshirts,Maroon,Sports,Summer,Shorts,White,Casual,Fall,Casual Shoes,White,Casual,Summer,50,Poor Match
Tshirts,White,Casual,Summer,Shorts,Green,Casual,Summer,Casual Shoes,White,Casual,Fall,68,Moderately Compatible
Tshirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,80,Highly Compatible
Tshirts,Grey,Casual,Fall,Jeans,,Casual,Fall,Sports Shoes,White,Sports,Fall,59,Poor Match
Shirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Summer,80,Highly Compatible
Tshirts,Black,Sports,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer,58,Poor Match
Jackets,Red,Sports,Fall,Shorts,Red,Sports,Summer,Casual Shoes,Black,Casual,Summer,42,Poor Match
Shirts,Grey,Casual,Fall,Track Pants,Grey,Sports,Summer,Casual Shoes,Grey,Casual,Summer,57,Poor Match
Shirts,Purple,Casual,Fall,Shorts,Grey,Sports,Summer,Sports Shoes,White,Sports,Fall,53,Poor Match
Shirts,Olive,Casual,Summer,Jeans,Black,Casual,Summer,Casual Shoes,Black,Casual,Fall,68,Moderately Compatible
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,72,Moderately Compatible
Tshirts,Purple,Casual,Fall,Jeans,,Casual,Fall,Casual Shoes,Black,Casual,Fall,83,Highly Compatible
Tshirts,White,Casual,Fall,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Casual,Summer,83,Highly Compatible
Jackets,Red,Sports,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,White,Casual,Summer,41,Poor Match
Shirts,Purple,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Blue,Casual,Fall,57,Poor Match
Tshirts,Navy Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,50,Poor Match
Tshirts,Pink,Casual,Summer,Shorts,Black,Casual,Fall,Sports Shoes,White,Sports,Summer,48,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Grey,Casual,Winter,73,Moderately Compatible
Tshirts,Black,Casual,Summer,Track Pants,Grey,Casual,Summer,Sports Shoes,White,Sports,Summer,80,Highly Compatible
Tshirts,Purple,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,White,Casual,Summer,49,Poor Match
Tshirts,Red,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,57,Poor Match
Tshirts,Grey,Casual,Summer,Trousers,Blue,Formal,Fall,Sports Shoes,Grey,Sports,Summer,37,Poor Match
Tshirts,Green,Casual,Summer,Trousers,Green,Casual,Fall,Casual Shoes,White,Casual,Fall,63,Moderately Compatible
Tshirts,Blue,Casual,Fall,Shorts,White,Casual,Summer,Casual Shoes,Green,Casual,Summer,61,Moderately Compatible
Tshirts,Black,Casual,Summer,Shorts,Black,Sports,Fall,Formal Shoes,Black,Formal,Winter,33,Poor Match
Tshirts,Green,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall,82,Highly Compatible
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,61,Moderately Compatible
Shirts,Green,Casual,Summer,Track Pants,Black,Casual,Spring,Casual Shoes,Red,Sports,Summer,39,Poor Match
Tshirts,Black,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Summer,44,Poor Match
Tshirts,Grey,Sports,Summer,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,White,Casual,Fall,62,Moderately Compatible
Tshirts,Navy Blue,Casual,Fall,Track Pants,Black,Casual,Spring,Formal Shoes,Black,Formal,Fall,59,Poor Match
Tshirts,Purple,Casual,Fall,Shorts,Black,Sports,Fall,Casual Shoes,Green,Casual,Summer,37,Poor Match
Tshirts,Brown,Casual,Fall,Jeans,Navy Blue,Casual,Summer,Sports Shoes,Blue,Sports,Summer,50,Poor Match
Tshirts,Orange,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Brown,Casual,Winter,32,Poor Match
Tshirts,Red,Casual,Fall,Shorts,Black,Sports,Winter,Sports Shoes,White,Sports,Summer,38,Poor Match
Tshirts,Black,Casual,Summer,Track Pants,Grey,Casual,Fall,Casual Shoes,Black,Casual,Fall,83,Highly Compatible
Shirts,Blue,Casual,Fall,Shorts,Brown,Sports,Summer,Casual Shoes,White,Casual,Summer,50,Poor Match
Tshirts,Pink,Casual,Summer,Trousers,Grey,Casual,Summer,Sports Shoes,Black,Sports,Spring,47,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,White,Casual,Summer,Casual Shoes,Blue,Casual,Fall,77,Moderately Compatible
Tshirts,Green,Casual,Fall,Shorts,Red,Casual,Fall,Casual Shoes,Black,Casual,Fall,72,Moderately Compatible
Tshirts,Blue,Casual,Fall,Shorts,Grey,Sports,Fall,Casual Shoes,Green,Casual,Summer,41,Poor Match
Tshirts,Grey,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Navy Blue,Casual,Summer,75,Moderately Compatible
Tshirts,Grey,Casual,Fall,Shorts,Black,Casual,Fall,Sports Shoes,Black,Sports,Summer,73,Moderately Compatible
Tshirts,Burgundy,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,Black,Casual,Fall,71,Moderately Compatible
Tshirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,63,Moderately Compatible
Shirts,Green,Casual,Fall,Shorts,Green,Casual,Summer,Sports Shoes,Black,Sports,Summer,41,Poor Match
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,63,Moderately Compatible
Shirts,Brown,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Sports Shoes,Red,Sports,Summer,59,Poor Match
Tshirts,Grey,Casual,Summer,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Charcoal,Casual,Fall,72,Moderately Compatible
Tshirts,Blue,Casual,Summer,Shorts,Green,Casual,Summer,Casual Shoes,Black,Casual,Fall,63,Moderately Compatible
Shirts,Grey,Casual,Fall,Shorts,Grey,Casual,Summer,Casual Shoes,Brown,Casual,Winter,70,Moderately Compatible
Shirts,Purple,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,Black,Sports,Summer,34,Poor Match
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall,83,Highly Compatible
Tshirts,Purple,Casual,Summer,Trousers,Blue,Formal,Fall,Casual Shoes,Black,Casual,Fall,37,Poor Match
Shirts,White,Casual,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,White,Casual,Summer,91,Highly Compatible
Tshirts,Grey,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Brown,Casual,Summer,67,Moderately Compatible
Tshirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Winter,Casual Shoes,Navy Blue,Casual,Summer,80,Highly Compatible
Tshirts,Yellow,Casual,Summer,Shorts,Beige,Casual,Fall,Sports Shoes,White,Sports,Fall,48,Poor Match
Jackets,Red,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,70,Moderately Compatible
Shirts,Grey,Casual,Fall,Track Pants,Black,Sports,Fall,Casual Shoes,Brown,Casual,Summer,72,Moderately Compatible
Shirts,Brown,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,60,Moderately Compatible
Shirts,White,Formal,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Summer,58,Poor Match
Tshirts,Grey,Casual,Fall,Track Pants,Black,Sports,Fall,Casual Shoes,Black,Casual,Summer,77,Moderately Compatible
Shirts,Red,Casual,Summer,Trousers,Black,Formal,Summer,Casual Shoes,Brown,Casual,Summer,62,Moderately Compatible
Tshirts,Blue,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,Blue,Sports,Fall,47,Poor Match
Shirts,Orange,Formal,Summer,Shorts,Blue,Casual,Summer,Formal Shoes,Black,Formal,Winter,38,Poor Match
Tshirts,Brown,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,88,Highly Compatible
Tshirts,Pink,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Beige,Casual,Winter,70,Moderately Compatible
Tshirts,Blue,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Mushroom Brown,Casual,Winter,47,Poor Match
Jackets,Blue,Sports,Fall,Shorts,Black,Casual,Summer,Formal Shoes,Black,Formal,Fall,32,Poor Match
Tshirts,Grey,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,Brown,Casual,Summer,94,Highly Compatible
Tshirts,Grey,Casual,Fall,Shorts,Green,Casual,Summer,Casual Shoes,Black,Casual,Fall,67,Moderately Compatible
Tshirts,Green,Casual,Fall,Trousers,Brown,Casual,Fall,Casual Shoes,White,Casual,Fall,77,Moderately Compatible
Shirts,Red,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,White,Casual,Spring,63,Moderately Compatible
Tshirts,Black,Casual,Summer,Track Pants,Charcoal,Sports,Summer,Sports Shoes,White,Sports,Summer,68,Moderately Compatible
Shirts,Grey,Casual,Fall,Trousers,Grey,Casual,Fall,Sports Shoes,Blue,Sports,Summer,51,Poor Match
Tshirts,Green,Sports,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,39,Poor Match
Tshirts,Yellow,Casual,Summer,Shorts,Grey,Casual,Fall,Formal Shoes,Black,Formal,Summer,51,Poor Match
Tshirts,Black,Casual,Summer,Shorts,Grey,Casual,Fall,Casual Shoes,Grey,Casual,Fall,79,Moderately Compatible
Tshirts,Charcoal,Casual,Summer,Shorts,Black,Sports,Winter,Casual Shoes,Blue,Casual,Fall,29,Poor Match
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,White,Casual,Summer,71,Moderately Compatible
Shirts,Brown,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Sports Shoes,Black,Sports,Summer,60,Moderately Compatible
Tshirts,Charcoal,Casual,Summer,Track Pants,Black,Casual,Spring,Sports Shoes,Black,Sports,Summer,60,Moderately Compatible
Tshirts,Charcoal,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,73,Moderately Compatible
Tshirts,Grey,Casual,Summer,Trousers,Black,Formal,Summer,Casual Shoes,Black,Casual,Fall,77,Moderately Compatible
Tshirts,Purple,Casual,Summer,Track Pants,Black,Casual,Fall,Sports Shoes,White,Sports,Summer,62,Moderately Compatible
Tshirts,Green,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Sports Shoes,White,Sports,Summer,59,Poor Match
Tshirts,Black,Casual,Summer,Track Pants,Black,Casual,Fall,Sports Shoes,White,Sports,Fall,69,Moderately Compatible
Shirts,Orange,Formal,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Spring,24,Poor Match
Tshirts,Blue,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Brown,Casual,Winter,29,Poor Match
Tshirts,Grey,Casual,Fall,Track Pants,Black,Casual,Spring,Casual Shoes,Red,Casual,Winter,75,Moderately Compatible
Jackets,Red,Casual,Fall,Shorts,Black,Casual,Fall,Sports Shoes,Black,Casual,Summer,73,Moderately Compatible
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,53,Poor Match
Sweatshirts,Purple,Casual,Fall,Trousers,Brown,Casual,Fall,Sports Shoes,White,Sports,Fall,60,Moderately Compatible
Tshirts,Grey,Casual,Summer,Trousers,Khaki,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer,69,Moderately Compatible
Shirts,Black,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,Black,Casual,Winter,71,Moderately Compatible
Shirts,Red,Casual,Summer,Shorts,Red,Casual,Fall,Casual Shoes,White,Casual,Summer,57,Poor Match
Shirts,White,Casual,Fall,Shorts,Black,Sports,Summer,Casual Shoes,Brown,Casual,Summer,73,Moderately Compatible
Jackets,Red,Casual,Fall,Shorts,Black,Sports,Winter,Casual Shoes,Black,Casual,Summer,41,Poor Match
Tshirts,Navy Blue,Casual,Summer,Shorts,Grey,Sports,Fall,Formal Shoes,Black,Formal,Fall,45,Poor Match
Shirts,Yellow,Casual,Fall,Shorts,Navy Blue,Sports,Fall,Sports Shoes,Red,Sports,Summer,38,Poor Match
Tshirts,Yellow,Casual,Summer,Trousers,Black,Casual,Summer,Casual Shoes,Navy Blue,Casual,Fall,71,Moderately Compatible
Tshirts,Navy Blue,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Fall,61,Moderately Compatible
Shirts,Purple,Casual,Fall,Shorts,Grey,Casual,Summer,Sports Shoes,White,Casual,Summer,69,Moderately Compatible
Jackets,Red,Sports,Fall,Shorts,Navy Blue,Casual,Summer,Casual Shoes,White,Casual,Summer,47,Poor Match
Tshirts,Yellow,Casual,Summer,Trousers,Grey,Formal,Fall,Casual Shoes,Black,Casual,Summer,50,Poor Match
Shirts,Red,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Red,Sports,Summer,40,Poor Match
Tshirts,Orange,Casual,Fall,Track Pants,Grey,Sports,Summer,Sports Shoes,White,Sports,Summer,63,Moderately Compatible
Shirts,Red,Casual,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,Brown,Casual,Winter,67,Moderately Compatible
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,37,Poor Match
Shirts,Red,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Formal Shoes,Black,Formal,Summer,38,Poor Match
Tshirts,Green,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,41,Poor Match
Tshirts,Burgundy,Casual,Summer,Trousers,Charcoal,Formal,Fall,Casual Shoes,Black,Casual,Summer,40,Poor Match
Tshirts,Purple,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,White,Casual,Spring,73,Moderately Compatible
Tshirts,Purple,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Black,Casual,Fall,73,Moderately Compatible
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Winter,Casual Shoes,Black,Casual,Fall,67,Moderately Compatible
Tshirts,Brown,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Red,Casual,Winter,38,Poor Match
Tshirts,White,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Brown,Casual,Summer,84,Highly Compatible
Shirts,Red,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,72,Moderately Compatible
Tshirts,Brown,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer,88,Highly Compatible
Shirts,Yellow,Casual,Fall,Shorts,Black,Sports,Summer,Sports Shoes,Black,Sports,Spring,43,Poor Match
Tshirts,Black,Sports,Fall,Track Pants,Black,Casual,Fall,Formal Shoes,Black,Formal,Summer,48,Poor Match
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Red,Casual,Winter,57,Poor Match
Tshirts,Green,Casual,Summer,Jeans,White,Casual,Summer,Casual Shoes,Black,Casual,Fall,79,Moderately Compatible
Kurtas,Maroon,Ethnic,Summer,Trousers,Navy Blue,Casual,Fall,Sports Shoes,White,Casual,Summer,48,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Winter,78,Moderately Compatible
Shirts,Navy Blue,Casual,Summer,Shorts,Red,Sports,Summer,Sports Shoes,Black,Sports,Summer,57,Poor Match
Tshirts,Black,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Navy Blue,Casual,Summer,61,Moderately Compatible
Shirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Summer,67,Moderately Compatible
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,81,Highly Compatible
Tshirts,Navy Blue,Casual,Summer,Shorts,Green,Casual,Summer,Formal Shoes,Black,Formal,Fall,49,Poor Match
Jackets,Blue,Sports,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Red,Casual,Winter,39,Poor Match
Shirts,Green,Casual,Summer,Track Pants,Grey,Casual,Fall,Sports Shoes,White,Sports,Summer,53,Poor Match
Tshirts,White,Casual,Summer,Jeans,Black,Casual,Summer,Casual Shoes,Brown,Casual,Summer,100,Highly Compatible
Tshirts,Black,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,White,Sports,Fall,67,Moderately Compatible
Tshirts,Grey,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,Black,Sports,Summer,59,Poor Match
Tshirts,Pink,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,47,Poor Match
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,62,Moderately Compatible
Tshirts,White,Casual,Summer,Trousers,Black,Casual,Summer,Sports Shoes,White,Sports,Summer,87,Highly Compatible
Tshirts,Blue,Casual,Summer,Shorts,Grey,Sports,Summer,Formal Shoes,Black,Formal,Fall,32,Poor Match
Shirts,Green,Casual,Fall,Track Pants,Grey,Sports,Summer,Sports Shoes,White,Sports,Fall,53,Poor Match
Tshirts,White,Casual,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,Black,Casual,Fall,77,Moderately Compatible
Shirts,Red,Casual,Summer,Trousers,Navy Blue,Casual,Fall,Casual Shoes,Red,Casual,Winter,50,Poor Match
Tshirts,White,Casual,Fall,Shorts,Grey,Casual,Summer,Casual Shoes,Black,Casual,Summer,79,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,Red,Casual,Fall,Formal Shoes,Black,Formal,Summer,47,Poor Match
Tshirts,Pink,Casual,Summer,Trousers,Grey,Casual,Summer,Sports Shoes,Silver,Sports,Summer,51,Poor Match
Tshirts,Green,Sports,Fall,Shorts,Black,Sports,Fall,Casual Shoes,Navy Blue,Casual,Fall,61,Moderately Compatible
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall,49,Poor Match
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,40,Poor Match
Shirts,Olive,Casual,Summer,Shorts,Grey,Casual,Fall,Casual Shoes,White,Casual,Summer,73,Moderately Compatible
Shirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Blue,Casual,Fall,63,Moderately Compatible
Shirts,Red,Casual,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,Brown,Casual,Summer,63,Moderately Compatible
Tshirts,Purple,Casual,Fall,Track Pants,Navy Blue,Sports,Summer,Sports Shoes,White,Sports,Fall,60,Moderately Compatible
Shirts,Orange,Formal,Summer,Trousers,Black,Formal,Summer,Formal Shoes,Brown,Formal,Winter,79,Moderately Compatible
Kurtas,Maroon,Ethnic,Summer,Trousers,Navy Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer,47,Poor Match
Tshirts,Black,Casual,Summer,Shorts,White,Casual,Fall,Sports Shoes,White,Sports,Summer,60,Moderately Compatible
Tshirts,Navy Blue,Casual,Summer,Shorts,White,Casual,Fall,Casual Shoes,Grey,Casual,Summer,77,Moderately Compatible
Shirts,Orange,Formal,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Grey,Sports,Fall,25,Poor Match
Tshirts,Navy Blue,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Grey,Sports,Summer,53,Poor Match
Tshirts,White,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,69,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,Black,Casual,Fall,Casual Shoes,White,Casual,Summer,98,Highly Compatible
Shirts,Red,Casual,Fall,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Summer,50,Poor Match
Tshirts,White,Casual,Fall,Shorts,Red,Casual,Fall,Formal Shoes,Black,Formal,Summer,47,Poor Match
Tshirts,Blue,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,Blue,Sports,Summer,43,Poor Match
Tshirts,Grey,Casual,Fall,Track Pants,Black,Sports,Fall,Sports Shoes,White,Sports,Fall,97,Highly Compatible
Tshirts,White,Casual,Summer,Shorts,Red,Casual,Fall,Sports Shoes,Black,Sports,Summer,53,Poor Match
Tshirts,Purple,Casual,Summer,Trousers,Khaki,Formal,Fall,Casual Shoes,Brown,Casual,Winter,31,Poor Match
Jackets,Red,Casual,Fall,Trousers,Blue,Formal,Fall,Sports Shoes,Black,Sports,Fall,38,Poor Match
Shirts,White,Formal,Summer,Track Pants,Grey,Casual,Fall,Casual Shoes,White,Casual,Summer,59,Poor Match
Tshirts,Pink,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,69,Moderately Compatible
Shirts,Green,Casual,Fall,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Fall,46,Poor Match
Tshirts,Grey,Casual,Summer,Shorts,Black,Sports,Fall,Casual Shoes,Brown,Casual,Winter,66,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,White,Casual,Summer,Sports Shoes,Blue,Sports,Summer,62,Moderately Compatible
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,61,Moderately Compatible
Tshirts,Grey,Casual,Fall,Shorts,Grey,Casual,Summer,Sports Shoes,Red,Sports,Summer,48,Poor Match
Tshirts,Grey,Casual,Summer,Trousers,Grey,Formal,Fall,Casual Shoes,Black,Casual,Summer,57,Poor Match
Shirts,Pink,Casual,Summer,Trousers,Khaki,Formal,Fall,Sports Shoes,White,Sports,Summer,28,Poor Match
Tshirts,Brown,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Spring,43,Poor Match
Tshirts,Purple,Casual,Fall,Trousers,Grey,Formal,Fall,Sports Shoes,Silver,Sports,Summer,28,Poor Match
Shirts,White,Casual,Summer,Track Pants,Grey,Casual,Summer,Casual Shoes,Red,Casual,Winter,67,Moderately Compatible
Shirts,Blue,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Formal Shoes,Black,Formal,Summer,50,Poor Match
Tshirts,Black,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,Black,Sports,Summer,83,Highly Compatible
Shirts,Purple,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Brown,Casual,Winter,49,Poor Match
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,49,Poor Match
Tshirts,Green,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Summer,61,Moderately Compatible
Tshirts,White,Casual,Summer,Trousers,Navy Blue,Casual,Fall,Casual Shoes,Brown,Casual,Summer,98,Highly Compatible
Shirts,Red,Casual,Summer,Track Pants,Navy Blue,Sports,Summer,Formal Shoes,Brown,Formal,Winter,36,Poor Match
Shirts,Red,Formal,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,White,Casual,Fall,47,Poor Match
Tshirts,Grey,Casual,Summer,Trousers,Black,Casual,Summer,Casual Shoes,Grey,Casual,Fall,98,Highly Compatible
Shirts,Purple,Formal,Fall,Trousers,Blue,Formal,Fall,Casual Shoes,Green,Casual,Summer,37,Poor Match
Tshirts,Orange,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Brown,Casual,Summer,47,Poor Match
Tshirts,White,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,Black,Sports,Summer,57,Poor Match
Tshirts,Black,Sports,Fall,Shorts,Black,Sports,Winter,Sports Shoes,Blue,Sports,Summer,63,Moderately Compatible
Shirts,Red,Casual,Summer,Trousers,Grey,Formal,Fall,Formal Shoes,Black,Formal,Winter,51,Poor Match
Shirts,Purple,Casual,Fall,Shorts,Black,Casual,Fall,Casual Shoes,Black,Casual,Fall,79,Moderately Compatible
Shirts,Purple,Casual,Summer,Shorts,Navy Blue,Sports,Fall,Sports Shoes,White,Sports,Summer,47,Poor Match
